employee_id,company,department,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,Gender,education_level,ethnicity,diversity_flag,Position
E01198,RetailHub,Finance,42,41,1,73496.75688,20638.22235,2,0.121698844,0,Non Binary,Associate Degree,Prefer not to say,No,Mid Level
E01199,FinServe,Sales,38,38,1,88889.22707,12344.14666,5,0.669183462,0,Transgender,High School,White,Yes,Senior
E01200,HealthInc,HR,36,30,6,112642.5946,12583.29627,5,0.937904315,0.743052556,Transgender,High School,Other,No,Mid Level
E01201,HealthInc,Engineering,30,22,6,68017.32941,24792.91,1,0.133635985,0.850310851,Non Binary,PhD,Other,No,Mid Level
E01202,FinServe,Engineering,30,24,4,79086.84341,21847.5097,3,0.323858303,0.586100736,Female,Associate Degree,White,No,Entry Level
E01203,EduSoft,HR,37,27,9,149725.387,21432.27006,2,1,0.408617843,Female,Associate Degree,Other,No,Executive
E01204,TechCorp,Customer Support,33,24,9,78100.3827,20322.13212,2,0.460256256,0.736524697,Female,PhD,Prefer not to say,No,Senior
E01205,EduSoft,Engineering,43,43,1,126802.8359,21774.4654,2,0.834651182,0,Transgender,PhD,Black or African American,Yes,Entry Level
E01206,RetailHub,Engineering,49,48,3,141451.3908,21480.9982,1,0.743648156,0.139412247,Non Binary,Master's Degree,White,No,Senior
E01207,FinServe,HR,33,30,3,40000,24792.91,2,0,0.174552405,Non Binary,Master's Degree,Hispanic or Latino,Yes,Entry Level
E01208,EduSoft,Customer Support,49,44,6,63098.7646,9730.311436,4,0.002704373,1,Non Binary,PhD,Asian,No,Executive
E01209,HealthInc,Customer Support,47,45,2,93047.79002,20448.4993,1,0.070983958,0,Male,Bachelor's Degree,Asian,Yes,Senior
E01210,RetailHub,HR,35,28,7,95266.49474,11437.38242,5,0.543434601,0.547823025,Male,Master's Degree,White,No,Executive
E01211,RetailHub,Customer Support,30,22,9,58127.95376,19649.8083,2,0.459384902,0.351932132,Transgender,PhD,Black or African American,No,Executive
E01212,EduSoft,Customer Support,30,22,9,97820.68845,14527.41891,3,1,1,Female,Associate Degree,Prefer not to say,No,Mid Level
E01213,EduSoft,Sales,43,39,4,60129.49492,13011.80491,3,0.026708506,0.107629301,Transgender,Master's Degree,Hispanic or Latino,No,Executive
E01214,FinServe,Sales,45,40,5,54212.36856,15502.56489,4,0.08361525,0.696401813,Male,Bachelor's Degree,Asian,Yes,Senior
E01215,TechCorp,HR,48,44,5,124496.0456,16745.43429,2,0.800872912,0.507956688,Female,High School,Asian,No,Mid Level
E01216,EduSoft,Marketing,39,34,4,127012.8572,18032.25181,3,0.899234151,0,Female,Associate Degree,Prefer not to say,No,Senior
E01217,EduSoft,Engineering,34,30,4,79142.57018,14262.54011,3,0.234828909,0.016217666,Male,Bachelor's Degree,Black or African American,No,Executive
E01218,HealthInc,Sales,36,32,5,94426.9153,16458.85181,2,0.375950127,0,Non Binary,Bachelor's Degree,Other,Yes,Senior
E01219,RetailHub,Engineering,37,31,7,64746.75634,16562.71917,3,0.615656557,0.434883748,Non Binary,Bachelor's Degree,White,Yes,Executive
E01220,TechCorp,Finance,47,44,2,122060.5673,14107.45571,4,0.814378586,0,Transgender,Associate Degree,Black or African American,No,Entry Level
E01221,HealthInc,HR,42,38,4,126228.6378,16054.41453,3,0.67627228,0.429663572,Female,Bachelor's Degree,Black or African American,No,Entry Level
E01222,FinServe,Marketing,43,41,2,78846.76591,24792.91,1,0.089026354,0.294285175,Male,High School,Black or African American,No,Senior
E01223,FinServe,Finance,33,29,4,42576.86073,15959.99424,2,0,1,Female,Master's Degree,Black or African American,Yes,Entry Level
E01224,EduSoft,Finance,32,30,2,48881.70424,24792.91,2,0,0.468110081,Non Binary,Associate Degree,Other,No,Mid Level
E01225,EduSoft,Customer Support,31,27,4,97970.27943,13519.14989,4,1,0,Transgender,Bachelor's Degree,Prefer not to say,No,Executive
E01226,FinServe,Finance,43,43,1,121059.077,24792.91,1,0.403297508,0,Transgender,PhD,Hispanic or Latino,Yes,Executive
E01227,EduSoft,HR,46,48,1,83793.90905,21926.69229,3,0.02072915,0.127770627,Non Binary,Master's Degree,Black or African American,No,Mid Level
E01228,TechCorp,Sales,30,22,9,75886.07942,20003.33857,2,0.434098706,0.914948185,Female,Associate Degree,Black or African American,No,Executive
E01229,EduSoft,HR,45,39,6,111102.3614,18105.1149,3,0.785689459,0,Female,PhD,White,No,Executive
E01230,RetailHub,Sales,41,34,7,51837.0171,12640.52002,2,0.182480082,0.736038554,Non Binary,PhD,Asian,Yes,Entry Level
E01231,EduSoft,Finance,38,40,1,95271.3141,16757.06291,4,0.601075218,0,Male,Bachelor's Degree,Other,No,Entry Level
E01232,HealthInc,Finance,30,22,7,134312.9978,20659.53364,3,1,0,Non Binary,Associate Degree,Black or African American,Yes,Entry Level
E01233,TechCorp,Marketing,36,30,6,40000,11636.24498,4,0,0.456470372,Male,Bachelor's Degree,Hispanic or Latino,No,Executive
E01234,HealthInc,Sales,37,33,4,89679.3484,24792.91,1,0,0.417005045,Female,High School,Hispanic or Latino,No,Entry Level
E01235,HealthInc,Finance,37,30,7,44392.06596,14930.60672,3,0,1,Male,PhD,Hispanic or Latino,No,Mid Level
E01236,RetailHub,Customer Support,49,48,6,92647.42431,15140.22586,3,0.506564816,0.116986955,Male,High School,White,Yes,Senior
E01237,TechCorp,Engineering,49,47,3,67212.57309,20079.83103,2,0,0.694374466,Male,Bachelor's Degree,Hispanic or Latino,No,Entry Level
E01238,TechCorp,Marketing,43,42,1,105118.2958,11367.26915,4,0.435779246,0.038370824,Non Binary,Master's Degree,Prefer not to say,Yes,Senior
E01239,TechCorp,HR,39,32,7,113337.607,24792.91,1,0.274376366,0.260821323,Transgender,PhD,White,No,Executive
E01240,TechCorp,Marketing,49,43,8,102284.5586,20644.24472,1,0.354992007,0.485970059,Transgender,Master's Degree,Other,Yes,Executive
E01241,TechCorp,Engineering,33,26,7,108836.9053,14861.38621,3,0.761003696,0.177102935,Transgender,Associate Degree,Hispanic or Latino,No,Executive
E01242,RetailHub,Sales,32,25,7,47608.19383,14719.01477,5,0.408808208,1,Female,PhD,Asian,No,Entry Level
E01243,EduSoft,HR,45,41,4,114559.052,12235.5771,4,1,0,Transgender,High School,Black or African American,Yes,Executive
E01244,HealthInc,HR,39,31,8,57769.40449,12814.79287,3,0.210699358,0.484906761,Male,Master's Degree,Other,No,Mid Level
E01245,TechCorp,Sales,44,46,1,54013.82761,15743.49543,4,0,0,Transgender,Associate Degree,Prefer not to say,No,Senior
E01246,EduSoft,Marketing,32,24,9,105468.6927,16437.58561,3,0.698409048,0.77065552,Transgender,PhD,Asian,No,Entry Level
E01247,EduSoft,Finance,49,44,5,80370.04265,16605.48419,2,0.051528498,0.86417704,Transgender,Associate Degree,Other,Yes,Executive
E01248,HealthInc,Marketing,39,33,5,149127.801,18339.89597,2,1,0.018860495,Transgender,High School,Prefer not to say,No,Entry Level
E01249,RetailHub,Engineering,32,27,5,105543.8534,11824.96808,3,0.91152334,0,Male,PhD,Hispanic or Latino,Yes,Executive
E01250,FinServe,Customer Support,39,35,4,92533.39969,18633.7462,4,0.653008453,0.004123819,Male,Associate Degree,Other,No,Executive
E01251,FinServe,Finance,42,39,3,98381.81693,14397.683,4,0.653668985,0.481624376,Transgender,Bachelor's Degree,Other,No,Entry Level
E01252,EduSoft,Marketing,49,48,1,84457.68605,9000,5,0.837141664,0,Male,PhD,Other,No,Mid Level
E01253,HealthInc,Customer Support,38,33,5,40000,18388.83298,2,0,0,Non Binary,PhD,White,No,Entry Level
E01254,FinServe,Customer Support,33,28,5,103602.3957,14903.19867,4,0.71413619,0.09498068,Non Binary,PhD,Asian,No,Mid Level
E01255,EduSoft,Sales,31,29,2,78474.20209,9000,5,0.430818698,0.541827848,Non Binary,PhD,Prefer not to say,Yes,Executive
E01256,RetailHub,Engineering,35,30,6,97648.66723,17154.96914,2,0.54471822,0,Transgender,Bachelor's Degree,Hispanic or Latino,No,Senior
E01257,FinServe,Engineering,39,37,2,79007.48086,24792.91,1,0,0.611581278,Male,High School,Black or African American,No,Executive
E01258,EduSoft,Engineering,38,34,4,70958.02781,18541.95554,3,0.653823658,0,Male,Bachelor's Degree,Hispanic or Latino,No,Senior
E01259,EduSoft,Finance,35,31,4,45698.213,17846.29459,3,0,1,Male,Bachelor's Degree,Hispanic or Latino,Yes,Entry Level
E01260,TechCorp,HR,30,22,8,40000,19445.03941,2,0,0.648933136,Non Binary,Associate Degree,White,No,Entry Level
E01261,RetailHub,Finance,42,37,5,56678.64392,15167.0059,3,0.205435005,1,Transgender,Master's Degree,White,No,Senior
E01262,TechCorp,Marketing,38,35,3,59981.69505,9000,5,0.610840481,0,Transgender,Master's Degree,Other,No,Senior
E01263,HealthInc,Customer Support,30,23,5,81184.34189,13268.66211,5,0.30187992,0.438540239,Male,Associate Degree,Hispanic or Latino,No,Senior
E01264,TechCorp,Customer Support,34,29,5,64417.05989,18825.51758,2,0.199576976,0.185887101,Female,Bachelor's Degree,Asian,No,Senior
E01265,TechCorp,HR,47,42,5,128956.8532,13393.75481,4,1,0.344979204,Male,Associate Degree,White,No,Senior
E01266,FinServe,Marketing,30,23,6,121228.104,24792.91,1,0.543002235,0.181359343,Non Binary,PhD,Prefer not to say,No,Senior
E01267,EduSoft,HR,47,47,1,63147.22365,15263.56244,4,0.173352,0.229269317,Male,Associate Degree,White,No,Entry Level
E01268,RetailHub,Customer Support,33,26,7,144301.9067,15598.00645,3,1,0,Male,Associate Degree,Asian,Yes,Executive
E01269,TechCorp,Finance,33,31,3,151417.5914,19569.68349,3,1,0,Non Binary,PhD,White,No,Mid Level
E01270,RetailHub,Engineering,33,27,6,54359.86189,15629.997,3,0,0.847281072,Female,Master's Degree,Asian,No,Entry Level
E01271,TechCorp,Customer Support,46,45,1,85881.08146,13837.04021,2,0,0.118063006,Male,PhD,Black or African American,No,Entry Level
E01272,HealthInc,Sales,36,32,4,98095.64412,17552.2234,3,0.346532382,0.509680048,Non Binary,High School,Asian,No,Entry Level
E01273,TechCorp,Engineering,41,36,5,100749.2608,10590.11036,3,0.380719377,0.051656621,Female,Associate Degree,Black or African American,Yes,Senior
E01274,FinServe,Customer Support,48,41,7,102827.0847,16194.94334,1,0.632809202,0.145318076,Female,Associate Degree,Prefer not to say,No,Senior
E01275,EduSoft,Finance,37,34,2,71889.72242,21113.43948,2,0.338692758,0.420901789,Male,Master's Degree,Other,No,Mid Level
E01276,HealthInc,HR,40,38,2,100486.972,17252.33471,4,0.702197161,0.262039814,Transgender,Bachelor's Degree,Other,No,Entry Level
E01277,TechCorp,Engineering,37,32,5,85570.36031,23047.18737,1,0.242326693,0.586175884,Male,PhD,White,No,Entry Level
E01278,RetailHub,Finance,30,22,8,102500.9907,11866.44311,3,0.581774743,0.065184469,Female,Bachelor's Degree,Asian,Yes,Executive
E01279,HealthInc,Marketing,30,22,8,105020.1327,22880.55057,3,1,0.389751791,Female,High School,White,Yes,Senior
E01280,HealthInc,Sales,36,31,6,91513.33124,22382.42429,2,0.339133381,0,Female,PhD,Asian,No,Senior
E01281,TechCorp,Engineering,43,38,5,73834.50698,11454.85455,5,0.633160071,0,Male,High School,White,Yes,Entry Level
E01282,HealthInc,HR,33,29,4,69995.18654,11142.81895,5,0.624412695,0.048884803,Transgender,High School,Other,Yes,Executive
E01283,RetailHub,Marketing,46,47,1,43368.09076,20621.38126,3,0,0.254689723,Transgender,High School,Prefer not to say,No,Mid Level
E01284,HealthInc,Finance,31,23,8,40000,17699.80646,2,0,1,Male,PhD,Other,No,Senior
E01285,RetailHub,Sales,35,28,8,93372.4475,16659.25373,2,0.66055442,0.703395939,Transgender,PhD,White,Yes,Entry Level
E01286,TechCorp,HR,49,47,3,72951.9778,19116.47206,2,0,0.520044437,Non Binary,Master's Degree,Asian,Yes,Executive
E01287,EduSoft,Finance,49,48,1,102324.2179,17474.4412,1,0,0.19617947,Transgender,Associate Degree,Hispanic or Latino,No,Senior
E01288,HealthInc,Finance,36,33,2,89771.44012,16252.45822,4,0.300131003,0.542325148,Male,Bachelor's Degree,Prefer not to say,Yes,Senior
E01289,EduSoft,Engineering,44,38,6,106891.7928,13059.76834,4,0.957713346,0,Non Binary,Bachelor's Degree,Asian,No,Entry Level
E01290,RetailHub,Engineering,37,34,3,70763.65262,9731.665591,5,0.180003913,0,Non Binary,High School,White,No,Senior
E01291,HealthInc,HR,48,48,1,92205.88519,16722.35945,3,0.175876182,0.21091773,Non Binary,PhD,Asian,No,Entry Level
E01292,FinServe,Customer Support,30,22,9,118510.2438,24792.91,1,0.62023027,0.01638166,Transgender,PhD,Black or African American,No,Senior
E01293,EduSoft,Customer Support,34,33,1,69716.28749,17622.00797,3,0.459797241,0,Male,High School,Asian,Yes,Senior
E01294,HealthInc,Finance,41,35,7,78899.94969,24792.91,1,0,0.536530609,Male,Associate Degree,Other,Yes,Entry Level
E01295,EduSoft,Engineering,49,41,8,67582.33439,21383.49535,1,0,0.42826738,Transgender,Bachelor's Degree,Other,No,Senior
E01296,HealthInc,Sales,34,26,8,75259.17489,22399.58479,2,0,1,Non Binary,Master's Degree,Black or African American,No,Mid Level
E01297,TechCorp,Sales,31,23,8,113427.0858,16192.62069,4,1,0,Female,Associate Degree,Prefer not to say,No,Executive
E01298,EduSoft,Finance,30,23,4,120640.6049,16062.20931,4,0.998278397,0.269199431,Non Binary,PhD,Asian,Yes,Senior
E01299,FinServe,Engineering,36,31,4,122679.4458,12348.92036,4,1,0,Male,High School,Prefer not to say,No,Senior
E01300,FinServe,HR,37,36,2,96934.97619,24159.23406,1,0.293401142,0,Female,Bachelor's Degree,Hispanic or Latino,No,Executive
E01301,RetailHub,HR,41,37,4,96535.32553,9000,5,0.662993872,0.900922808,Non Binary,High School,Asian,No,Senior
E01302,HealthInc,HR,35,25,9,72765.31203,9000,5,0.920653288,0.320092847,Female,PhD,Other,Yes,Entry Level
E01303,EduSoft,Sales,31,25,6,113355.6487,21436.97268,2,0.653298656,0.18236601,Male,High School,Other,No,Executive
E01304,RetailHub,Engineering,34,33,1,84689.04585,18398.38401,3,0.523027016,0,Male,Bachelor's Degree,Prefer not to say,Yes,Senior
E01305,EduSoft,Engineering,42,38,4,99015.99823,24792.91,1,0.059293406,0.342029618,Female,High School,White,No,Mid Level
E01306,HealthInc,Sales,48,48,1,119898.5272,18182.81463,4,0.651107967,0,Non Binary,Bachelor's Degree,Other,No,Executive
E01307,FinServe,HR,47,48,1,65434.13373,12882.22051,3,0.027517554,0.166773952,Male,High School,White,No,Entry Level
E01308,TechCorp,HR,39,31,8,61955.36485,19311.83033,1,0,0.9100567,Transgender,High School,Other,No,Executive
E01309,FinServe,Finance,34,29,6,61702.46191,15727.70304,4,0.203996773,0.250526156,Transgender,Bachelor's Degree,Other,No,Mid Level
E01310,RetailHub,Customer Support,30,22,8,55845.49487,21436.75372,3,0.47517146,0,Male,High School,Hispanic or Latino,Yes,Executive
E01311,TechCorp,Marketing,39,36,4,79301.13366,21427.38621,2,0,0.308581518,Male,Associate Degree,White,Yes,Senior
E01312,RetailHub,Customer Support,32,28,4,40000,20702.72555,2,0,0.430721347,Female,Master's Degree,White,Yes,Mid Level
E01313,HealthInc,Engineering,31,26,5,92617.2098,13771.14994,5,0.763986152,0.136659422,Non Binary,Associate Degree,Other,Yes,Entry Level
E01314,TechCorp,Engineering,34,33,1,71329.67954,24150.0118,2,0.019692414,0.188697494,Non Binary,Master's Degree,White,Yes,Senior
E01315,RetailHub,Engineering,38,33,5,116598.6999,16711.7513,3,1,0,Female,Associate Degree,Other,No,Executive
E01316,HealthInc,Customer Support,49,41,9,83855.46068,10913.88639,3,0.277973412,1,Female,Master's Degree,Other,No,Senior
E01317,FinServe,Marketing,42,47,1,120910.639,16441.08213,4,0.388989196,0.020145002,Transgender,High School,Prefer not to say,Yes,Mid Level
E01318,HealthInc,Finance,47,38,9,74808.19732,16375.35873,3,0.303534352,0.884331317,Female,Bachelor's Degree,Asian,Yes,Senior
E01319,EduSoft,Customer Support,35,30,5,40000,22022.32422,2,0,0.93764093,Transgender,Bachelor's Degree,White,No,Senior
E01320,HealthInc,Marketing,34,31,3,153000,19207.46005,2,1,0,Male,PhD,Black or African American,No,Mid Level
E01321,HealthInc,HR,39,33,6,133120.597,15486.86634,2,0.668333946,0.422337424,Male,Master's Degree,Prefer not to say,Yes,Executive
E01322,EduSoft,HR,42,41,1,63270.23963,13530.45242,3,0.056533071,0,Male,PhD,White,No,Entry Level
E01323,RetailHub,Engineering,39,36,3,58564.85204,12276.71512,5,0,0.867694256,Non Binary,PhD,White,No,Senior
E01324,RetailHub,Sales,47,48,1,40000,24792.91,1,0,0.503108645,Non Binary,Master's Degree,Hispanic or Latino,No,Senior
E01325,HealthInc,Engineering,33,28,5,96003.98813,22308.77672,3,0.647166885,0,Female,Bachelor's Degree,Black or African American,No,Senior
E01326,EduSoft,Sales,30,22,3,142188.0572,22745.29371,1,1,0,Female,Master's Degree,Black or African American,No,Senior
E01327,EduSoft,Marketing,34,25,9,69853.53171,13880.26766,3,0.478327799,0.791887013,Non Binary,High School,Hispanic or Latino,Yes,Senior
E01328,FinServe,HR,46,38,7,106471.2865,22822.90452,1,0.241046242,0.338013378,Female,PhD,Hispanic or Latino,Yes,Entry Level
E01329,RetailHub,Customer Support,35,32,2,85859.63599,12223.91904,5,0.446957178,0,Non Binary,PhD,White,No,Executive
E01330,TechCorp,Sales,36,32,4,56102.7208,24792.91,1,0,0.270741755,Male,Master's Degree,Asian,No,Executive
E01331,RetailHub,Marketing,33,35,1,40000,16570.30709,3,0,0.286610039,Non Binary,PhD,Hispanic or Latino,No,Executive
E01332,RetailHub,HR,35,39,1,44944.26701,13479.49514,5,0.021643352,0.143083703,Non Binary,Bachelor's Degree,Black or African American,Yes,Mid Level
E01333,FinServe,Customer Support,49,48,2,100584.1783,23089.84831,1,0.479011557,0,Female,PhD,Black or African American,No,Senior
E01334,TechCorp,Sales,45,42,3,123867.8952,19578.24746,1,0.271859923,0,Female,Master's Degree,White,No,Entry Level
E01335,FinServe,Engineering,39,33,6,53299.20858,19071.3024,1,0.163546141,0.310471819,Female,Bachelor's Degree,Asian,No,Mid Level
E01336,TechCorp,Engineering,36,31,5,62740.19486,21621.7868,2,0,0.850739573,Transgender,Bachelor's Degree,Other,No,Executive
E01337,HealthInc,Engineering,30,22,3,72199.16771,24792.91,1,0,0.539574635,Female,PhD,Hispanic or Latino,No,Executive
E01338,TechCorp,Marketing,38,35,3,115279.793,10111.02315,5,1,0,Male,Master's Degree,Hispanic or Latino,No,Senior
E01339,FinServe,Engineering,35,29,6,120385.1471,17944.89318,2,0.512888117,0.128473518,Male,PhD,White,No,Senior
E01340,RetailHub,Finance,39,31,8,108926.2165,16670.0546,1,0.71316765,0.339863609,Male,High School,Prefer not to say,No,Executive
E01341,TechCorp,HR,41,36,6,85028.55972,22116.54055,1,0.072431666,0.670022324,Male,High School,Prefer not to say,Yes,Senior
E01342,TechCorp,Marketing,48,43,5,48120.37301,24792.91,2,0,1,Male,Bachelor's Degree,Asian,No,Senior
E01343,EduSoft,Customer Support,30,26,2,147766.7896,11212.11918,4,1,0,Female,PhD,Black or African American,Yes,Entry Level
E01344,RetailHub,Engineering,30,22,7,56272.30585,24792.91,1,0,1,Male,High School,Black or African American,No,Entry Level
E01345,HealthInc,HR,36,31,5,84180.54479,11336.50837,5,0.401090381,0.652292772,Non Binary,Associate Degree,Other,No,Mid Level
E01346,FinServe,Sales,33,30,4,67291.01716,17624.53389,4,0.072878818,0.274069174,Transgender,High School,Black or African American,Yes,Entry Level
E01347,HealthInc,Engineering,37,32,6,61390.59461,21896.05265,2,0,0.543510057,Male,PhD,Prefer not to say,Yes,Mid Level
E01348,RetailHub,HR,42,37,6,40480.15929,14996.28411,3,0.032287393,0.048421746,Transgender,PhD,Prefer not to say,No,Executive
E01349,TechCorp,Finance,38,34,4,73908.51587,20994.88374,2,0.27197527,0.744942183,Transgender,High School,Hispanic or Latino,No,Entry Level
E01350,TechCorp,Sales,46,40,6,119640.5554,22766.47736,1,0.717531151,0,Transgender,PhD,Other,Yes,Entry Level
E01351,RetailHub,Finance,38,33,5,43602.22019,24447.58823,1,0,0.671807243,Female,PhD,Asian,Yes,Senior
E01352,TechCorp,Customer Support,42,37,5,54088.40233,13485.58024,4,0.450188812,0.144102726,Female,Associate Degree,Other,No,Mid Level
E01353,TechCorp,HR,31,24,8,77310.02435,18108.83226,2,0.419013495,0.712978136,Non Binary,Bachelor's Degree,Asian,No,Entry Level
E01354,TechCorp,Finance,37,29,8,140602.3637,20650.74941,2,1,0.306845404,Female,PhD,Prefer not to say,No,Senior
E01355,FinServe,Customer Support,31,26,5,55274.5024,22688.08403,1,0.203954152,0.398459858,Female,Master's Degree,Black or African American,No,Executive
E01356,FinServe,HR,42,39,3,40000,20735.76119,1,0,0.519975203,Female,Bachelor's Degree,White,No,Mid Level
E01357,EduSoft,HR,43,38,5,88747.59519,18321.3682,3,0.284660434,1,Male,Bachelor's Degree,Other,Yes,Entry Level
E01358,HealthInc,Finance,37,29,7,57908.02364,22245.49089,2,0,1,Transgender,Master's Degree,Other,No,Entry Level
E01359,RetailHub,HR,41,35,6,74245.35208,19233.96513,2,0,0.73059954,Non Binary,High School,Hispanic or Latino,No,Senior
E01360,RetailHub,Engineering,49,48,2,116781.8852,24792.91,1,0.127520682,0.518879292,Transgender,Associate Degree,Hispanic or Latino,Yes,Mid Level
E01361,RetailHub,HR,41,38,3,65202.89515,12716.99777,5,0.303990362,0.484783814,Female,PhD,Prefer not to say,No,Mid Level
E01362,EduSoft,Marketing,32,24,8,60751.45248,12752.21279,3,0.282585806,0.573966195,Non Binary,High School,Asian,No,Executive
E01363,FinServe,Customer Support,30,22,9,72006.51336,20201.70643,2,0.284285873,0.377477578,Female,Master's Degree,White,No,Executive
E01364,EduSoft,HR,38,29,9,101182.2697,10893.72745,3,0.651453017,0.861286425,Transgender,Associate Degree,Hispanic or Latino,No,Senior
E01365,RetailHub,Marketing,47,47,1,85883.85405,19197.29916,2,0.206812817,0.223104498,Female,Associate Degree,Hispanic or Latino,No,Entry Level
E01366,HealthInc,HR,44,45,1,94073.91847,13634.83231,4,0.237788447,0,Female,Associate Degree,Black or African American,No,Executive
E01367,TechCorp,HR,39,34,5,101661.7672,13064.52616,3,0.531155727,0.33779523,Non Binary,Master's Degree,Black or African American,No,Entry Level
E01368,FinServe,Finance,49,48,3,90351.91191,14489.05907,4,0.591709248,0.674108202,Non Binary,High School,Prefer not to say,No,Mid Level
E01369,FinServe,Engineering,43,41,2,68973.04345,10374.00703,5,0.184913407,0.690159108,Male,PhD,Prefer not to say,No,Entry Level
E01370,EduSoft,Customer Support,40,41,1,102369.3659,24792.91,2,0.133786427,0.008577171,Non Binary,Associate Degree,Hispanic or Latino,No,Mid Level
E01371,FinServe,Engineering,41,38,3,113182.1085,20371.04333,2,0.797774477,0.312433464,Transgender,Associate Degree,Asian,No,Entry Level
E01372,RetailHub,Sales,37,34,3,66892.7387,20445.3747,2,0,0.608284261,Transgender,High School,White,Yes,Executive
E01373,RetailHub,Finance,33,28,6,40000,13425.96221,4,0.101314039,0.989408116,Transgender,Associate Degree,Hispanic or Latino,Yes,Mid Level
E01374,EduSoft,Finance,41,39,2,90075.93575,18554.86552,3,0.312855724,0,Female,Associate Degree,Asian,No,Executive
E01375,RetailHub,Engineering,36,23,9,70028.80767,14511.58955,2,0.283674681,0.894730212,Female,Master's Degree,Asian,No,Mid Level
E01376,HealthInc,Finance,40,36,4,149294.5529,9000,4,1,0,Non Binary,Bachelor's Degree,Hispanic or Latino,Yes,Senior
E01377,EduSoft,Engineering,33,23,9,103973.1767,12110.70835,4,0.983007809,0.83648452,Non Binary,High School,Asian,Yes,Senior
E01378,HealthInc,Finance,44,35,9,57422.18525,16493.37451,3,0.173917221,0.215297938,Transgender,High School,Other,No,Mid Level
E01379,TechCorp,HR,40,38,2,96276.63322,19008.76151,4,0.611087913,0,Non Binary,High School,Asian,No,Entry Level
E01380,HealthInc,Engineering,30,23,6,88420.95546,24792.91,1,0.269850793,0,Non Binary,Master's Degree,Hispanic or Latino,No,Entry Level
E01381,TechCorp,Engineering,44,39,6,94915.21685,23649.7932,1,0.194192948,0.81649692,Transgender,Master's Degree,Asian,Yes,Entry Level
E01382,TechCorp,Marketing,34,29,5,85269.90005,24223.09387,1,0,0.337037876,Female,PhD,Hispanic or Latino,No,Entry Level
E01383,HealthInc,Finance,43,38,4,80175.7079,23621.10756,1,0.251093587,0.611200287,Male,Master's Degree,Black or African American,No,Executive
E01384,EduSoft,Finance,40,38,3,64096.71402,17629.75143,2,0,0,Transgender,High School,Hispanic or Latino,Yes,Executive
E01385,RetailHub,Engineering,30,25,2,81640.03555,24792.91,1,0.352919388,0.158267364,Male,PhD,Asian,No,Senior
E01386,RetailHub,HR,31,28,4,72458.09044,24792.91,1,0,0.852408709,Male,Bachelor's Degree,Hispanic or Latino,No,Mid Level
E01387,TechCorp,HR,49,48,1,49290.67519,12163.4525,5,0,0.757858078,Male,Associate Degree,White,Yes,Entry Level
E01388,TechCorp,Customer Support,30,22,9,70060.4301,24695.54899,1,0,0.793118121,Male,Associate Degree,Hispanic or Latino,No,Senior
E01389,EduSoft,HR,41,41,1,70962.89987,24163.7888,2,0.045338316,0.249122751,Non Binary,PhD,Hispanic or Latino,No,Executive
E01390,FinServe,Finance,39,34,6,52059.08447,21696.19676,1,0,0.776477858,Non Binary,Bachelor's Degree,White,Yes,Entry Level
E01391,HealthInc,Marketing,33,24,9,61556.43384,19093.52586,2,0.241305401,1,Male,Associate Degree,White,Yes,Senior
E01392,TechCorp,Engineering,34,35,1,73182.65034,12994.04779,4,0.126725945,0.279442038,Non Binary,PhD,White,Yes,Senior
E01393,RetailHub,Sales,39,29,9,80644.54837,18347.18941,1,0.301434789,0.682789976,Non Binary,Master's Degree,Prefer not to say,No,Mid Level
E01394,EduSoft,Marketing,31,25,7,91438.93917,18129.48268,4,0.573903598,1,Transgender,High School,Other,Yes,Entry Level
E01395,HealthInc,Sales,30,22,9,118664.6013,24792.91,1,0.888713036,0.685324258,Male,Bachelor's Degree,Prefer not to say,No,Executive
E01396,EduSoft,Marketing,30,29,1,106912.7057,24792.91,2,0.212464025,0.145769023,Transgender,Associate Degree,Hispanic or Latino,No,Entry Level
E01397,HealthInc,HR,30,22,9,46831.05515,24792.91,1,0,1,Transgender,High School,Prefer not to say,No,Executive
E01398,HealthInc,Finance,33,36,1,96083.25547,24792.91,2,0.087982966,0,Female,PhD,Prefer not to say,No,Entry Level
E01399,TechCorp,Sales,33,31,2,96012.89672,19905.55171,3,0.359209412,0.048634084,Male,Associate Degree,White,No,Mid Level
E01400,EduSoft,Marketing,38,34,5,80327.73472,16373.9743,4,0.598154337,0.136046852,Transgender,High School,White,No,Entry Level
E01401,EduSoft,Finance,40,34,6,90444.85137,23038.58793,1,0.374324215,0.797319131,Non Binary,Master's Degree,Black or African American,No,Executive
E01402,RetailHub,Sales,40,39,1,95399.6254,14854.23867,4,0.594671929,0.243602417,Male,Bachelor's Degree,Prefer not to say,No,Mid Level
E01403,RetailHub,Engineering,32,26,6,58894.53123,15150.42463,4,0.74620261,0,Male,PhD,Other,No,Senior
E01404,TechCorp,Marketing,49,43,8,67012.86491,16966.61773,3,0,1,Female,Associate Degree,Hispanic or Latino,No,Entry Level
E01405,TechCorp,Engineering,32,24,8,126057.572,10806.55135,4,1,0.067657296,Male,Master's Degree,Asian,No,Executive
E01406,FinServe,HR,45,45,1,104291.9311,17184.35519,4,0.109434266,0.012292448,Male,Bachelor's Degree,Other,No,Entry Level
